Var1,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5
566,0.001637986,0.002106356,0.001807892,0.001834186,0.001880073
567,0.001607908,0.002073851,0.001777194,0.001802926,0.001851271
568,0.001576357,0.002038991,0.001745474,0.001769516,0.001820368
569,0.001545521,0.002001905,0.001714226,0.001734597,0.001784777
570,0.001512849,0.001963559,0.001681264,0.001698626,0.001746733
571,0.001473073,0.001923415,0.001641861,0.001660973,0.001704585
572,0.001432191,0.001877163,0.001597527,0.001617079,0.001660796
573,0.001390405,0.001827989,0.001550817,0.00157025,0.001615906
574,0.001340867,0.001771975,0.00149768,0.001517018,0.001563516
575,0.001295008,0.001717839,0.001447535,0.00146622,0.001510592
576,0.001251215,0.001664544,0.001398987,0.00141664,0.0014569
577,0.001201517,0.001602425,0.001338087,0.001357249,0.001393976
578,0.001148843,0.001539443,0.001277895,0.001298145,0.001332115
579,0.001093079,0.001475479,0.001218299,0.001239217,0.001271204
580,0.001032362,0.00140488,0.001152181,0.00117251,0.001201609
581,0.00097301,0.001335852,0.001086464,0.001106392,0.001133056
582,0.00091635,0.001270077,0.001022255,0.001042266,0.00106731
583,0.000856727,0.001200817,0.00095758,0.000979067,0.000999252
584,0.000800693,0.001133419,0.000895029,0.000918372,0.000934002
585,0.000753723,0.001071244,0.000836618,0.000861925,0.000875513
586,0.000704061,0.001012037,0.000777979,0.000804345,0.000816784
587,0.000653568,0.000955025,0.00072107,0.000747029,0.000758727
588,0.000605639,0.000903032,0.000672952,0.000694102,0.000705143
589,0.000558819,0.000853741,0.000626529,0.000642202,0.000654246
590,0.000512344,0.000805611,0.000580598,0.000590558,0.000604874
591,0.000475095,0.000763489,0.000540836,0.000548632,0.000565575
592,0.000436431,0.000723047,0.00050104,0.000508426,0.000526562
593,0.000396987,0.000684869,0.000461824,0.000470551,0.000488424
594,0.00036735,0.000651495,0.000428543,0.000440656,0.000456295
595,0.000338548,0.000617086,0.00039518,0.000409997,0.000422848
596,0.000310937,0.000581079,0.000361638,0.000378146,0.000387382
597,0.000285665,0.00055133,0.000333467,0.000352433,0.000359305
598,0.000260891,0.000521784,0.000305509,0.000327724,0.000331073
599,0.000236228,0.000490636,0.000276202,0.000303344,0.000300135
600,0.000214281,0.000465329,0.000253733,0.000281459,0.000274216
601,0.000193407,0.000442201,0.000232763,0.000260335,0.000250929
602,0.000173948,0.000421774,0.000210804,0.000239595,0.000232962
603,0.000157313,0.000403403,0.000192928,0.000223247,0.000214752
604,0.000143633,0.000387616,0.000177803,0.000209216,0.000198317
605,0.000136397,0.000378137,0.000166192,0.000196484,0.000188836
606,0.000130675,0.000367959,0.000156083,0.000188367,0.000180116
607,0.000126298,0.000357855,0.000147406,0.000183441,0.000172418
608,0.000125431,0.000352967,0.000143119,0.000180194,0.000169776
609,0.000123904,0.000348882,0.000140922,0.000177522,0.000165836
610,0.00012168,0.000345581,0.000140806,0.000175403,0.000160557
611,0.000120863,0.00034111,0.000140986,0.00017468,0.000157725
612,0.000120308,0.000338439,0.000140653,0.000173449,0.000156261
613,0.000120012,0.000337585,0.0001398,0.000171703,0.000156177
614,0.000117518,0.000332788,0.000135955,0.000170125,0.000154626
615,0.000115448,0.000329314,0.00013484,0.000168264,0.000153469
616,0.000114437,0.000328548,0.000138411,0.000165976,0.000153186
617,0.000114118,0.000325944,0.000136789,0.000165868,0.000151976
618,0.000113508,0.000323601,0.000135195,0.000165818,0.000150857
619,0.00011194,0.00032303,0.000136809,0.000164709,0.000150579
620,0.000112453,0.000320043,0.000133998,0.000162754,0.0001483
621,0.000113456,0.000316121,0.00013059,0.000160449,0.000145556
622,0.000114344,0.000310802,0.000129118,0.000157535,0.000142889
623,0.00011306,0.000308976,0.00012709,0.000153981,0.000142468
624,0.000111166,0.000308106,0.000125097,0.000150056,0.000143085
625,0.000110809,0.000305137,0.000124392,0.000145975,0.000144095
626,0.000108414,0.000303122,0.00012421,0.000145221,0.000142305
627,0.00010505,0.000301038,0.000123999,0.000145271,0.000138996
628,0.000101289,0.000294741,0.000121643,0.000139719,0.000133171
629,9.78E-05,0.000291829,0.000120161,0.00013764,0.000129438
630,9.50E-05,0.000290897,0.000119086,0.000137896,0.000127122
631,9.67E-05,0.000287223,0.000116438,0.000138096,0.000124913
632,9.88E-05,0.000284374,0.000114026,0.000137529,0.000123948
633,0.000101371,0.000282372,0.000111874,0.000136213,0.000124245
634,0.000102755,0.000282523,0.000116603,0.000138492,0.000124925
635,0.000105258,0.000281053,0.000119774,0.000138406,0.00012506
636,0.000108873,0.000277978,0.000121402,0.000135978,0.000124658
637,0.000105415,0.000278202,0.000120098,0.000140813,0.000123426
638,0.000104048,0.000277913,0.000119704,0.000142203,0.000123342
639,0.000105782,0.00027686,0.00012066,0.000138478,0.000124962
640,0.000107835,0.000277709,0.000121715,0.000137027,0.000126072
641,0.00010842,0.000277819,0.000121731,0.000137679,0.000126448
642,0.000106744,0.0002765,0.000120171,0.000141138,0.000125807
643,0.000110974,0.000276129,0.000122318,0.00014022,0.000127922
644,0.000114557,0.000274895,0.000123797,0.000138419,0.00012845
645,0.000115113,0.00027141,0.000122765,0.00013572,0.00012456
646,0.000114706,0.000268619,0.000121005,0.000130328,0.000120512
647,0.000113538,0.000265858,0.000120616,0.000125904,0.000115706
648,0.000111235,0.000262824,0.00012401,0.000125532,0.000109299
649,0.000108355,0.000261555,0.000125173,0.000125064,0.000111127
650,0.000106466,0.000260644,0.00012445,0.00012492,0.000114833
651,0.000107419,0.00025959,0.000120717,0.000125686,0.000118031
652,0.000108172,0.000259337,0.00012098,0.000130206,0.000120223
653,0.000108921,0.000258768,0.00012087,0.000134498,0.000121566
654,0.000109854,0.000256139,0.000115282,0.000134201,0.000120545
655,0.000111873,0.000254909,0.000114215,0.000134536,0.000117921
656,0.000114514,0.00025445,0.000114719,0.000134744,0.000114877
657,0.000117964,0.000254865,0.000113867,0.000133496,0.000113299
658,0.000116593,0.000251151,0.000112941,0.000132128,0.000111675
659,0.000115242,0.000245475,0.00011321,0.00013093,0.000110071
660,0.000121824,0.000238868,0.00011799,0.000130292,0.000108348
661,0.000123806,0.000238691,0.000118392,0.000130101,0.000107872
662,0.000123256,0.000241103,0.000116393,0.000130837,0.0001075
663,0.000120141,0.000243262,0.000111979,0.000134439,0.000105461
664,0.000120248,0.000244323,0.000111687,0.000137778,0.000106113
665,0.000122258,0.00024484,0.000113262,0.000140642,0.00010775
666,0.00012927,0.000244687,0.000116069,0.000140322,0.00010809
667,0.000134102,0.000241993,0.000120389,0.000139793,0.000114633
668,0.000137364,0.000238335,0.000125425,0.000139973,0.000124535
669,0.000139619,0.000241371,0.000127834,0.000147899,0.000127398
670,0.000145872,0.000246302,0.000133156,0.000157506,0.00012959
671,0.000155105,0.000252585,0.000140422,0.000167003,0.000131507
672,0.000167153,0.000259625,0.000147682,0.000165352,0.000135022
673,0.00017492,0.000259199,0.000151957,0.000164185,0.000134607
674,0.000179069,0.000254122,0.000153994,0.000163488,0.000131995
675,0.000176555,0.000252161,0.000153941,0.000164075,0.00013327
676,0.00017346,0.000253224,0.000153481,0.000168007,0.000133558
677,0.000170403,0.000255709,0.000152778,0.00017383,0.000133527
678,0.000171208,0.00025289,0.000152371,0.000176653,0.000136573
679,0.000171132,0.000252704,0.000149491,0.000175183,0.000137152
680,0.00017069,0.000253861,0.000145165,0.000170249,0.000135824
681,0.000172372,0.000251326,0.000142807,0.000160013,0.000132185
682,0.00016634,0.000245644,0.000140172,0.00015326,0.000126315
683,0.000155631,0.000238248,0.000136735,0.000148806,0.000119198
684,0.000149722,0.000234638,0.000127861,0.000144269,0.000114555
685,0.000146014,0.000224462,0.00012312,0.000134485,0.000110478
686,0.000142727,0.000211028,0.000120392,0.000122197,0.000105998
687,0.000129941,0.000210692,0.000110688,0.000121691,9.47E-05
688,0.000122343,0.000206848,0.000102938,0.000113557,8.79E-05
689,0.000117863,0.000199909,9.74E-05,0.000100548,8.43E-05
690,0.000106613,0.000188999,9.92E-05,9.57E-05,7.88E-05
691,9.83E-05,0.000181037,9.45E-05,9.07E-05,7.20E-05
692,9.21E-05,0.000175966,8.64E-05,8.54E-05,6.45E-05
693,8.58E-05,0.000174192,8.13E-05,7.80E-05,5.74E-05
694,8.01E-05,0.000168003,7.76E-05,7.42E-05,4.89E-05
695,7.66E-05,0.000161837,7.53E-05,7.30E-05,4.21E-05
696,8.13E-05,0.000163459,7.61E-05,7.63E-05,4.48E-05
697,8.03E-05,0.000163132,7.58E-05,7.83E-05,4.89E-05
698,7.89E-05,0.000162042,7.45E-05,7.84E-05,5.15E-05
699,8.47E-05,0.000161048,7.13E-05,7.26E-05,4.58E-05
700,8.04E-05,0.000154903,6.68E-05,6.31E-05,4.45E-05
701,7.41E-05,0.000146561,6.25E-05,5.42E-05,4.42E-05
702,7.74E-05,0.000138704,6.19E-05,5.49E-05,3.95E-05
703,8.04E-05,0.000136088,6.03E-05,5.64E-05,3.81E-05
704,8.36E-05,0.00013644,5.84E-05,5.95E-05,3.82E-05
705,8.81E-05,0.000139513,5.63E-05,6.74E-05,3.84E-05
706,9.12E-05,0.000139178,5.90E-05,6.53E-05,4.00E-05
707,9.41E-05,0.000138909,6.11E-05,6.22E-05,4.06E-05
708,9.73E-05,0.000140733,5.96E-05,6.26E-05,3.81E-05
709,9.40E-05,0.000132185,6.36E-05,6.19E-05,4.03E-05
710,9.11E-05,0.000124486,6.58E-05,6.04E-05,4.06E-05
711,9.28E-05,0.000124707,6.03E-05,5.78E-05,3.40E-05
712,8.85E-05,0.000120483,6.11E-05,5.70E-05,3.16E-05
713,8.26E-05,0.000116544,6.13E-05,5.42E-05,2.80E-05
714,7.64E-05,0.000114699,5.85E-05,4.81E-05,2.10E-05
715,7.10E-05,0.000114083,5.17E-05,4.41E-05,1.12E-05
716,6.68E-05,0.000108691,4.32E-05,3.81E-05,2.91E-06
717,6.42E-05,9.49E-05,3.20E-05,2.79E-05,-2.60E-06
718,5.04E-05,8.70E-05,2.06E-05,4.22E-06,-1.18E-05
719,3.90E-05,8.19E-05,1.16E-05,-1.44E-05,-1.71E-05
720,3.28E-05,8.00E-05,6.19E-06,-2.41E-05,-1.71E-05
721,2.88E-05,8.21E-05,9.17E-06,-8.86E-06,-6.79E-06
722,2.72E-05,7.82E-05,1.36E-05,-5.67E-07,-5.35E-06
723,2.78E-05,6.89E-05,1.93E-05,1.23E-06,-1.21E-05
724,1.76E-05,6.83E-05,1.09E-05,-2.75E-06,-2.63E-05
725,1.25E-05,6.88E-05,6.50E-06,-6.56E-06,-3.38E-05
726,1.14E-05,6.98E-05,4.74E-06,-1.05E-05,-3.66E-05
727,1.36E-05,6.82E-05,2.52E-06,-1.62E-05,-3.84E-05
728,1.15E-05,6.45E-05,4.49E-06,-1.31E-05,-3.61E-05
729,6.52E-06,5.94E-05,7.81E-06,-8.61E-06,-3.04E-05
730,2.19E-06,5.39E-05,5.41E-06,-2.20E-05,-2.31E-05
731,1.01E-05,5.28E-05,4.96E-06,-2.66E-05,-2.12E-05
732,2.19E-05,5.41E-05,6.68E-06,-2.37E-05,-2.18E-05
733,2.93E-05,5.73E-05,1.34E-05,-7.15E-06,-2.33E-05
734,4.18E-05,6.24E-05,1.89E-05,5.32E-06,-1.93E-05
735,5.16E-05,6.54E-05,2.25E-05,1.42E-05,-1.55E-05
736,5.31E-05,6.30E-05,2.28E-05,1.76E-05,-1.52E-05
737,5.18E-05,6.37E-05,2.10E-05,2.01E-05,-1.48E-05
738,5.34E-05,6.40E-05,2.11E-05,2.38E-05,-1.32E-05
739,6.05E-05,6.25E-05,2.49E-05,2.99E-05,-9.86E-06
740,6.13E-05,6.62E-05,2.53E-05,3.26E-05,-9.52E-06
741,6.61E-05,7.21E-05,2.66E-05,3.30E-05,-8.74E-06
742,7.53E-05,7.97E-05,2.92E-05,3.13E-05,-7.22E-06
743,8.32E-05,8.02E-05,3.15E-05,4.10E-05,2.89E-06
744,9.00E-05,7.85E-05,3.32E-05,4.63E-05,6.43E-06
745,9.54E-05,7.47E-05,3.48E-05,4.73E-05,3.92E-06
746,9.79E-05,7.18E-05,3.99E-05,4.83E-05,4.64E-06
747,0.000100699,6.93E-05,4.08E-05,4.83E-05,6.84E-06
748,0.000102282,6.86E-05,3.92E-05,4.81E-05,9.71E-06
749,9.81E-05,7.31E-05,3.87E-05,4.89E-05,1.13E-05
750,0.000100369,8.25E-05,4.21E-05,4.75E-05,7.28E-06
751,0.000103769,8.85E-05,4.86E-05,4.69E-05,2.67E-06
752,0.000103135,8.17E-05,5.81E-05,5.02E-05,2.38E-06
753,0.000104674,8.04E-05,5.42E-05,5.84E-05,4.15E-06
754,0.000103223,7.99E-05,4.85E-05,5.83E-05,7.16E-06
755,9.65E-05,7.85E-05,4.48E-05,4.41E-05,1.13E-05
756,9.99E-05,7.71E-05,3.93E-05,4.84E-05,1.06E-05
757,0.000103615,7.60E-05,3.90E-05,4.97E-05,1.03E-05
758,0.000106506,7.51E-05,4.44E-05,4.58E-05,1.09E-05
759,0.000104019,6.60E-05,3.39E-05,4.26E-05,-5.16E-06
760,9.86E-05,5.45E-05,2.32E-05,3.41E-05,-2.32E-05
761,8.83E-05,4.01E-05,1.12E-05,1.69E-05,-4.58E-05
762,8.12E-05,5.19E-05,1.77E-05,-7.12E-06,-4.61E-05
763,6.91E-05,5.18E-05,1.98E-05,-1.07E-05,-4.72E-05
764,5.64E-05,5.09E-05,2.12E-05,-5.68E-06,-4.67E-05
765,4.96E-05,6.86E-05,2.83E-05,-8.06E-06,-3.82E-05
766,5.93E-05,7.04E-05,2.18E-05,-7.67E-07,-1.17E-05
767,7.24E-05,7.17E-05,2.11E-05,9.31E-06,4.04E-06
768,8.57E-05,7.63E-05,2.97E-05,2.06E-05,4.84E-06
769,9.61E-05,7.14E-05,3.22E-05,3.70E-05,1.46E-05
