Var1,Var2_1,Var2_2,Var2_3
436,0.006422479,0.006400524,0.006439872
437,0.006492169,0.006471003,0.00651266
438,0.006560451,0.006540486,0.006589301
439,0.006628433,0.006610799,0.006662789
440,0.006694246,0.006679994,0.006731135
441,0.006761197,0.006749813,0.006806309
442,0.006827187,0.006818046,0.006878773
443,0.006894919,0.006886909,0.006948179
444,0.006959089,0.006952988,0.007016489
445,0.007021195,0.007017404,0.007083702
446,0.007076706,0.007075896,0.007143733
447,0.007131718,0.007130538,0.007202151
448,0.00718534,0.007180568,0.007258051
449,0.007235103,0.007231488,0.0073104
450,0.007282634,0.007280974,0.007361775
451,0.007328175,0.007329189,0.007414088
452,0.007371688,0.007373502,0.007460522
453,0.007414398,0.007416449,0.007504974
454,0.007450046,0.007454368,0.007546132
455,0.007485224,0.007491783,0.00758619
456,0.007519397,0.007528125,0.007624546
457,0.007554791,0.007561695,0.007662588
458,0.007587717,0.007593717,0.00769877
459,0.007615037,0.007623283,0.007731201
460,0.007642777,0.007650365,0.007763689
461,0.007670409,0.007676265,0.007795647
462,0.007698595,0.00770406,0.007826279
463,0.007725715,0.00773285,0.007856911
464,0.007752188,0.007763071,0.007888013
465,0.007777931,0.007787261,0.007914657
466,0.007803395,0.007811565,0.007941903
467,0.007827936,0.007837303,0.007971273
468,0.007853449,0.007866969,0.008000373
469,0.00787975,0.007897856,0.008029569
470,0.007909722,0.007924867,0.008061063
471,0.007939863,0.007952887,0.008092649
472,0.007969733,0.007981498,0.008123865
473,0.007998649,0.008012736,0.008160104
474,0.008028662,0.008044146,0.008194962
475,0.008060659,0.008076185,0.008228192
476,0.008091746,0.008109212,0.008263822
477,0.008123877,0.0081435,0.008300826
478,0.008161114,0.008181887,0.008340986
479,0.008202697,0.00822252,0.008384259
480,0.008247071,0.008264568,0.008429512
481,0.008290583,0.008308125,0.008473142
482,0.008335055,0.008352542,0.008517512
483,0.00838151,0.008398787,0.008563527
484,0.008431444,0.008449366,0.008616484
485,0.008481951,0.008501477,0.008671934
486,0.008526592,0.008550774,0.008725562
487,0.008575479,0.008599382,0.008778573
488,0.008626285,0.008646392,0.008829727
489,0.008682123,0.008697609,0.008883674
490,0.008736933,0.008750155,0.00893824
491,0.00879164,0.008804839,0.008994289
492,0.008845673,0.008855765,0.009046713
493,0.008898546,0.008907002,0.009098814
494,0.008948491,0.008959497,0.009150673
495,0.009000824,0.009011055,0.009203815
496,0.009054003,0.00906211,0.009257648
497,0.009107327,0.00911373,0.009314441
498,0.009160471,0.009166976,0.009367032
499,0.009213821,0.009222263,0.009415739
500,0.00926515,0.009274136,0.009468919
501,0.009314291,0.009324893,0.009519059
502,0.009359293,0.009373136,0.009563742
503,0.009406524,0.009418115,0.009609032
504,0.009452066,0.009461377,0.009652481
505,0.009488919,0.009501297,0.009688249
506,0.00952508,0.009537834,0.009720805
507,0.009560785,0.009572155,0.009751257
508,0.009583764,0.009590397,0.009770461
509,0.009597531,0.009603115,0.009779297
510,0.009602054,0.009610263,0.009777772
511,0.009603918,0.009606829,0.009769159
512,0.009605915,0.009604505,0.009761909
513,0.009608941,0.009607521,0.009759628
514,0.009623311,0.009620219,0.009768547
515,0.009646479,0.009641704,0.009787348
516,0.009685175,0.009681694,0.009826527
517,0.009729311,0.009725235,0.009868775
518,0.009777557,0.009771553,0.009913453
519,0.009834491,0.009829511,0.009968879
520,0.009894332,0.009888207,0.010027647
521,0.009958593,0.009948192,0.010091462
522,0.010026806,0.010012788,0.010158479
523,0.010092836,0.010076119,0.010223755
524,0.010151865,0.010134179,0.010283458
525,0.010205972,0.010190565,0.010341475
526,0.010258056,0.010246003,0.01039804
527,0.010304754,0.010292966,0.010441421
528,0.010355663,0.010342691,0.010486591
529,0.010409095,0.010393549,0.01053208
530,0.010454207,0.010436655,0.010576857
531,0.010499245,0.010479681,0.010621502
532,0.010545405,0.010523764,0.010667172
533,0.010587178,0.010563253,0.010705242
534,0.010627819,0.010601578,0.010742087
535,0.010667606,0.010639173,0.010780998
536,0.010705344,0.010673865,0.010815468
537,0.010742004,0.010706936,0.010847846
538,0.01077426,0.010734183,0.010876096
539,0.01080601,0.010762549,0.010903165
540,0.010837579,0.010792358,0.010929316
541,0.010857259,0.010814659,0.010947286
542,0.01087761,0.010833951,0.010963284
543,0.010898835,0.010848614,0.010976223
544,0.010914127,0.010861444,0.010984702
545,0.010926918,0.010871958,0.010990572
546,0.010935911,0.0108753,0.01099061
547,0.010934595,0.010873044,0.010984062
548,0.010928825,0.010867914,0.010974307
549,0.010922801,0.010858599,0.010961291
550,0.010916107,0.010849065,0.010948665
551,0.010908726,0.010839286,0.010936391
552,0.010910527,0.010839162,0.010930772
553,0.010916011,0.010842241,0.010928364
554,0.010927005,0.010850114,0.010930765
555,0.010939893,0.010863444,0.010939539
556,0.010953908,0.010877632,0.010949927
557,0.010970109,0.010892436,0.010962474
558,0.010988065,0.010907288,0.010975762
559,0.011004991,0.010920861,0.010987921
560,0.011014238,0.010928835,0.010993913
561,0.011023402,0.010935962,0.010997251
562,0.01103248,0.010942502,0.010998814
563,0.011033525,0.010940702,0.010996091
564,0.011032607,0.010937776,0.010990745
565,0.011029719,0.010933712,0.010982751
566,0.011016388,0.010916951,0.010963945
567,0.010998793,0.010897787,0.010941096
568,0.010976558,0.010877179,0.010914017
569,0.010947314,0.01084755,0.010880605
570,0.010913717,0.010812876,0.010842263
571,0.010870582,0.01076793,0.010791494
572,0.010821395,0.010714985,0.010731319
573,0.010768285,0.010658004,0.010666379
574,0.010698831,0.010590812,0.010589439
575,0.010622374,0.010516245,0.010505624
576,0.010540769,0.010436294,0.010416701
577,0.010433658,0.010329518,0.010298435
578,0.010319787,0.010216591,0.010172656
579,0.010198987,0.010097348,0.010039178
580,0.010051775,0.009947575,0.009877479
581,0.009896097,0.009790703,0.009707261
582,0.009731668,0.009627772,0.009528459
583,0.009546285,0.009443887,0.009327123
584,0.00935655,0.009256416,0.009122396
585,0.009165715,0.009069664,0.008919476
586,0.008958572,0.008866043,0.008701359
587,0.008746765,0.008657178,0.008479184
588,0.008549025,0.008460922,0.008271821
589,0.008334344,0.008249284,0.008048235
590,0.008103203,0.008022255,0.007808041
591,0.00788074,0.007802854,0.007572575
592,0.00765195,0.007578111,0.007332698
593,0.007419364,0.007350505,0.007091044
594,0.007196644,0.007124497,0.006857345
595,0.006956911,0.006883565,0.006609433
596,0.006692091,0.006620655,0.006340604
597,0.006427644,0.00635988,0.006066561
598,0.006154906,0.006091142,0.005785279
599,0.00585887,0.005799477,0.005484421
600,0.005588604,0.005532746,0.005207478
601,0.005329274,0.005276351,0.004943054
602,0.005085376,0.005033855,0.004702156
603,0.004880964,0.004832792,0.004499288
604,0.00470855,0.004663201,0.00432763
605,0.004590741,0.004542937,0.004209944
606,0.00449467,0.004447503,0.004116374
607,0.004415877,0.004371574,0.004041994
608,0.0043658,0.004325979,0.003999311
609,0.004325897,0.004287457,0.003962184
610,0.00429612,0.004255936,0.003930531
611,0.004271855,0.004232157,0.003906158
612,0.004250163,0.004212,0.003885832
613,0.004231045,0.00419548,0.003869573
614,0.004212724,0.004175825,0.003851169
615,0.00419581,0.0041568,0.003833309
616,0.004180957,0.004139332,0.003816701
617,0.004160299,0.004120877,0.003796089
618,0.004138128,0.004100507,0.003773625
619,0.00411612,0.004076525,0.003749484
620,0.004096584,0.004057941,0.003727955
621,0.004077187,0.00403992,0.003708051
622,0.004055633,0.004018555,0.003691779
623,0.004036297,0.003997929,0.003673684
624,0.004016692,0.003977955,0.00365454
625,0.003992648,0.003959877,0.003634834
626,0.003969393,0.003939522,0.003615751
627,0.003946453,0.003918169,0.003596383
628,0.003923963,0.003897364,0.003572549
629,0.00390301,0.003875618,0.003548105
630,0.003883023,0.003853631,0.003523586
631,0.00386236,0.003835235,0.003502149
632,0.003841506,0.003813504,0.003480682
633,0.003820558,0.00378854,0.003459287
634,0.003801469,0.003767612,0.003442034
635,0.003780866,0.003745144,0.003423177
636,0.003758766,0.003721152,0.003402732
637,0.003738292,0.00370576,0.003386667
638,0.003717529,0.003688174,0.003368276
639,0.003696242,0.003667249,0.003346348
640,0.003672651,0.003648582,0.003326249
641,0.003649033,0.003626957,0.003304676
642,0.003625819,0.003600533,0.003280618
643,0.003601906,0.003572368,0.003257766
644,0.003577418,0.003546063,0.003233377
645,0.003551756,0.00352457,0.003205055
646,0.003522008,0.003496587,0.003180426
647,0.003491638,0.003467885,0.003154745
648,0.003462768,0.003441874,0.003124759
649,0.00343099,0.003411576,0.003097693
650,0.003398471,0.003380866,0.003069369
651,0.003366634,0.003352399,0.003036935
652,0.003329431,0.003320557,0.00300633
653,0.003289714,0.003285079,0.002973567
654,0.00324476,0.003237976,0.002929925
655,0.003198461,0.003184805,0.002882006
656,0.003146736,0.003126405,0.002828563
657,0.003078673,0.00306154,0.002763801
658,0.003006673,0.00299218,0.002694006
659,0.002937125,0.002924511,0.002626198
660,0.002877349,0.002864851,0.002568419
661,0.002820032,0.00281079,0.002517297
662,0.002767124,0.002761796,0.00247234
663,0.00272611,0.002722284,0.002439561
664,0.002694047,0.002688668,0.002411702
665,0.002666233,0.002658596,0.002386953
666,0.002642941,0.002638321,0.002371739
667,0.002625466,0.002620665,0.00235578
668,0.002612023,0.002605136,0.002339888
669,0.002600402,0.002593487,0.002329503
670,0.002592339,0.002584924,0.002322924
671,0.002586679,0.002578365,0.002318078
672,0.002581334,0.00257138,0.002305949
673,0.002577604,0.002565037,0.002296279
674,0.00257372,0.002559169,0.002288119
675,0.002558653,0.002553627,0.002278582
676,0.002544126,0.002543398,0.002272924
677,0.002530203,0.00253037,0.002269442
678,0.002518427,0.00252026,0.002262255
679,0.002505002,0.002511061,0.002249884
680,0.002490535,0.002502131,0.002234701
681,0.002476816,0.002490281,0.002225564
682,0.00246295,0.002473073,0.002210652
683,0.002448933,0.002452445,0.002191717
684,0.002434792,0.002433886,0.002171865
685,0.002416871,0.002413588,0.002156843
686,0.002395066,0.002392075,0.00214363
687,0.002363739,0.002373522,0.002118158
688,0.002331361,0.002344467,0.002086231
689,0.002296775,0.002307218,0.002049587
690,0.002247203,0.002265256,0.002011946
691,0.002194846,0.002219248,0.001967969
692,0.002141605,0.002169484,0.00192061
693,0.002089746,0.002113224,0.001874386
694,0.002032641,0.002063442,0.001828738
695,0.001975875,0.002014396,0.001782842
696,0.001931187,0.00195881,0.00173645
697,0.001883062,0.00191004,0.001686947
698,0.001834825,0.001863119,0.001638766
699,0.00178906,0.001809469,0.001598209
700,0.001738245,0.001759225,0.001554715
701,0.001684638,0.001709675,0.001509427
702,0.001630893,0.001659119,0.001463984
703,0.001577994,0.001610661,0.001414179
704,0.001525272,0.001563365,0.001365338
705,0.001469812,0.001515286,0.001325821
706,0.001416394,0.001463999,0.001290497
707,0.001364244,0.001412378,0.001252935
708,0.001313498,0.001361464,0.001207566
709,0.001264026,0.001311113,0.001167255
710,0.001214506,0.001261439,0.00112691
711,0.001163937,0.001212814,0.001083407
712,0.001117891,0.001161273,0.001036892
713,0.001074365,0.001109831,0.000990088
714,0.001032774,0.00105943,0.000943794
715,0.000991643,0.001022596,0.000905909
716,0.000947115,0.000985964,0.000872564
717,0.000894959,0.000945626,0.000843961
718,0.000857693,0.000909084,0.000822113
719,0.000816097,0.000867575,0.000794719
720,0.000769938,0.000822329,0.000761542
721,0.000727771,0.000782628,0.000719634
722,0.000691398,0.000746863,0.000684792
723,0.000659887,0.000714253,0.000656004
724,0.000631179,0.000682653,0.000630044
725,0.00060586,0.000656535,0.00060586
726,0.000582792,0.000632856,0.000582106
727,0.000557471,0.000595363,0.00054991
728,0.000530504,0.000562691,0.000528157
729,0.000504174,0.000535242,0.000511903
730,0.000484884,0.000515872,0.000489834
731,0.000469128,0.000491089,0.000473191
732,0.00045378,0.00046683,0.000456892
733,0.000433406,0.000451376,0.00043231
734,0.000420459,0.000433996,0.000416631
735,0.000408202,0.000418319,0.000404229
736,0.000392849,0.000406443,0.00039369
737,0.000375375,0.000391606,0.00038528
738,0.000362381,0.000378627,0.000376379
739,0.00035662,0.000369338,0.000365917
740,0.000347314,0.000365298,0.000360646
741,0.000344646,0.000359229,0.000352803
742,0.000348869,0.000350613,0.000341892
743,0.00035285,0.000343006,0.000340126
744,0.000355722,0.000335902,0.000340212
745,0.000356969,0.000330928,0.000342237
746,0.000353258,0.00034095,0.000345391
747,0.000354345,0.000342338,0.000343313
748,0.000355518,0.000339615,0.000337773
749,0.000344306,0.000343293,0.000332216
750,0.000341589,0.000343327,0.000333762
751,0.000340542,0.000340542,0.000335633
752,0.000334835,0.000334835,0.000331071
753,0.000334969,0.000334969,0.00033244
754,0.000337712,0.000334375,0.00033355
755,0.000342178,0.000330484,0.000332036
756,0.00033901,0.000331027,0.000332832
757,0.000335429,0.000329929,0.000334217
758,0.000332219,0.000326598,0.000335975
759,0.00033247,0.000330625,0.000332151
760,0.000331111,0.000334289,0.000331656
761,0.000328334,0.000339579,0.000334056
762,0.000332508,0.000358133,0.000328262
763,0.00032817,0.000360783,0.000336705
764,0.000321407,0.000358013,0.00034651
765,0.000320969,0.000364468,0.000336456
766,0.000332786,0.000332229,0.000341533
767,0.000335554,0.000309916,0.000339526
768,0.000325843,0.000305953,0.000326168
769,0.000311064,0.000306043,0.00031991
770,0.000306901,0.00031422,0.000322945
771,0.000312328,0.00032931,0.000333558
772,0.000321375,0.000330644,0.000328838
773,0.00032823,0.000330897,0.000332115
774,0.000331435,0.000331599,0.000339084
775,0.000325537,0.000336851,0.000340194
776,0.000324844,0.000327938,0.000334267
777,0.000325905,0.000320648,0.000326651
778,0.000325879,0.000331225,0.000322068
779,0.000320677,0.000337482,0.000331914
780,0.000320335,0.000339176,0.000337635
781,0.000328172,0.000334726,0.000334726
782,0.000326663,0.000331692,0.000342743
783,0.000326282,0.000332653,0.000346318
784,0.000328038,0.00033523,0.000345576
785,0.000335351,0.000333514,0.000339412
786,0.000340205,0.000328634,0.000339047
787,0.00034431,0.000324018,0.000341967
788,0.000349144,0.000323309,0.000346753
789,0.000352088,0.000336992,0.00034817
790,0.00034962,0.000348603,0.000348941
791,0.00033915,0.000354347,0.00034929
792,0.000329921,0.000339808,0.000358586
793,0.000326706,0.000340086,0.000359664
794,0.000328662,0.000348847,0.000354058
795,0.00033512,0.000351747,0.000343786
796,0.000341761,0.000357829,0.000345679
797,0.000349141,0.000365959,0.000352429
798,0.000358029,0.000376881,0.000363282
799,0.000362025,0.000379525,0.000365762
800,0.000363486,0.000378245,0.000369308
801,0.000363203,0.000374163,0.000374574
802,0.000365428,0.000372415,0.000376956
803,0.000362171,0.000370741,0.000366986
804,0.000357061,0.000370109,0.00035667
805,0.000354049,0.000373509,0.000366335
806,0.000353316,0.00037924,0.000366465
807,0.00035516,0.00037992,0.00036541
808,0.000360041,0.000372185,0.000366106
809,0.000363085,0.000377719,0.000364839
810,0.000358284,0.000372811,0.000367894
811,0.000349303,0.000364305,0.000370815
812,0.000345506,0.00037094,0.000360637
813,0.000342974,0.000361615,0.00035961
814,0.000340175,0.000358602,0.000356273
815,0.000336395,0.000374053,0.000344767
816,0.000339085,0.000349222,0.000353795
817,0.000332237,0.000352391,0.000355476
818,0.000317289,0.000379943,0.000348945
819,0.000319697,0.000355289,0.00034114
820,0.00031472,0.000355391,0.000350916
821,0.000313171,0.000356999,0.000357967
822,0.000326294,0.000338768,0.000343069
823,0.000346161,0.000321907,0.000323591
824,0.000344468,0.000317351,0.000319045
825,0.000322383,0.000322711,0.000327892
826,0.000306665,0.000310193,0.000321708
827,0.000282543,0.000298468,0.000312047
828,0.000259868,0.000291592,0.000304455
829,0.000250489,0.000296086,0.000305801
830,0.000259637,0.000273255,0.000307061
831,0.000258,0.00025667,0.000298905
832,0.000248522,0.000249202,0.000280656
833,0.000281981,0.000242326,0.000255464
834,0.000266827,0.000242427,0.000236673
835,0.00024385,0.000243535,0.000228142
836,0.000229284,0.000243104,0.000238492
837,0.000217765,0.000247947,0.000253217
838,0.000234079,0.000244966,0.000258026
839,0.000257453,0.000237335,0.000254872
840,0.000238282,0.00023117,0.000245464
841,0.000231074,0.000216024,0.000240203
842,0.000233491,0.000206591,0.000230757
843,0.00024585,0.000208898,0.000213523
844,0.000252052,0.000214857,0.000206178
845,0.000253651,0.000226346,0.000206269
846,0.000250296,0.000237654,0.000218222
847,0.000239293,0.000233828,0.000257977
848,0.000232483,0.000212058,0.000250402
849,0.000221863,0.000195792,0.000238462
850,0.000209418,0.000187715,0.000228923
851,0.000221294,0.000184721,0.000233682
852,0.000243708,0.000196797,0.000225287
853,0.000254596,0.000213499,0.000212614
854,0.000225688,0.000225688,0.000203281
855,0.000237964,0.000217915,0.000227628
856,0.000232211,0.000202133,0.00022668
857,0.000216221,0.000186569,0.000216287
858,0.0002046,0.000190587,0.000231972
859,0.000218002,0.000183246,0.000220376
860,0.000221197,0.000183379,0.000208588
861,0.000210898,0.000191374,0.000204121
862,0.000225839,0.000178071,0.000206962
863,0.000221509,0.000164865,0.00020455
864,0.000205897,0.000156285,0.000213187
865,0.000182493,0.000158579,0.000254235
866,0.000197586,0.000155105,0.000245214
867,0.000220949,0.000168043,0.00023421
868,0.00024348,0.000195168,0.000222837
869,0.000243455,0.000235501,0.000213956
870,0.000244802,0.000237045,0.000190221
871,0.000231239,0.000227705,0.000191439
872,0.00020522,0.000214443,0.000220377
873,0.000203415,0.000178118,0.000243508
874,0.000206926,0.000174369,0.000222566
875,0.000208207,0.000173355,0.000209211
876,0.000204103,0.000164143,0.000224075
877,0.000171003,0.000156583,0.000201545
878,0.00017085,0.000170898,0.000194586
879,0.000190414,0.000197319,0.000192956
880,0.000223255,0.000230281,0.000188123
881,0.000227356,0.000208952,0.000161132
882,0.000249907,0.000187007,0.000145995
883,0.000266198,0.000167595,0.000147625
884,0.000208552,0.000159575,0.000184431
885,0.000184476,0.000149423,0.000203253
886,0.000180027,0.000146818,0.000217878
887,0.000184615,0.000146193,0.000220833
888,0.00016056,0.000121759,0.000186044
889,0.000196627,0.000138011,0.000186195
890,0.000222072,0.000176316,0.000198865
891,0.000217449,0.000223125,0.000211877
892,0.000172197,0.000236062,0.000192217
893,0.000198512,0.000201786,0.000219681
894,0.00022282,0.00017894,0.000235529
895,0.000214235,0.000193666,0.000214955
896,0.000219201,0.00018936,0.000227654
897,0.000252415,0.00023029,0.000226375
898,0.000274515,0.000229816,0.000226783
899,0.000254737,0.000122387,0.000241487
900,0.000214865,0.0001092,0.000190493
